row_id,track,phase,model_label,source_file,reason
A::ds-qwen-7b__bf16::10-3::translated_eva::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::10-3::translated_evil::4::ad9f67ead38d22b9,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::2-1::translated_evil::2::35308d27f466a142,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::2-2::translated_evil::3::cfa5ff8b79cbe942,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::2-3::translated_evil::4::524de58bf76bf708,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::3-2::translated_bh::3::c9ea6e603b3c3b4a,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::3-3::translated_bh::4::ba16fa9a6528b371,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::4-3::translated_balakula::4::5eed5e68c39727d5,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::4-3::translated_devmode::4::5eed5e68c39727d5,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::5-2::translated_dan::3::ffa83ef7bbef7e2a,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::5-2::translated_devmode::3::ffa83ef7bbef7e2a,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::5-3::translated_balakula::4::157a596bd7a5570c,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::5-3::translated_dan::4::157a596bd7a5570c,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::5-3::translated_deltagpt::4::157a596bd7a5570c,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::5-3::translated_devmode::4::157a596bd7a5570c,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-1::translated_chadgpt::2::8ffa8226f8bc926d,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-1::translated_con_per::2::8ffa8226f8bc926d,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-1::translated_dan::2::8ffa8226f8bc926d,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-1::translated_deltagpt::2::8ffa8226f8bc926d,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-1::translated_eva::2::8ffa8226f8bc926d,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-2::translated_chadgpt::3::15e1cfa7aa762d47,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-2::translated_con_per::3::15e1cfa7aa762d47,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-2::translated_dan::3::15e1cfa7aa762d47,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-2::translated_deltagpt::3::15e1cfa7aa762d47,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-2::translated_eva::3::15e1cfa7aa762d47,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-3::translated_aim::4::1d778c770373105b,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-3::translated_antigpt::4::1d778c770373105b,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-3::translated_balakula::4::1d778c770373105b,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-3::translated_chadgpt::4::1d778c770373105b,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-3::translated_con_per::4::1d778c770373105b,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-3::translated_dan::4::1d778c770373105b,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-3::translated_deltagpt::4::1d778c770373105b,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-3::translated_devmode::4::1d778c770373105b,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::6-3::translated_eva::4::1d778c770373105b,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::7-2::translated_devmode::3::88f0e7eaf1589174,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::7-3::translated_devmode::4::dafb2f8be86d5a45,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::7-3::translated_evil::4::dafb2f8be86d5a45,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::8-1::translated_deltagpt::2::980ed33d6adf3ebb,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::8-2::translated_antigpt::3::c67a35704a5452a1,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::8-2::translated_deltagpt::3::c67a35704a5452a1,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::8-3::translated_antigpt::4::a85392b1476988d3,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::8-3::translated_deltagpt::4::a85392b1476988d3,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::9-3::translated_chadgpt::4::33bf338757c9c501,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::9-3::translated_devmode::4::33bf338757c9c501,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::ds-qwen-7b__bf16::9-3::translated_evil::4::33bf338757c9c501,A,,ds-qwen-7b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\ds-qwen-7b__bf16\results_ds-qwen-7b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::10-3::translated_aim::4::ad9f67ead38d22b9,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::10-3::translated_antigpt::4::ad9f67ead38d22b9,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::10-3::translated_dan::4::ad9f67ead38d22b9,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::10-3::translated_devmode::4::ad9f67ead38d22b9,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::4-3::noAttack::4::5eed5e68c39727d5,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::5-3::translated_antigpt::4::157a596bd7a5570c,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::5-3::translated_deltagpt::4::157a596bd7a5570c,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::6-3::noAttack::4::1d778c770373105b,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::6-3::translated_con_per::4::1d778c770373105b,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::6-3::translated_devmode::4::1d778c770373105b,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::9-3::noAttack::4::33bf338757c9c501,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-27b__bf16::9-3::translated_aim::4::33bf338757c9c501,A,,gemma-3-27b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-27b__bf16\results_gemma-3-27b__bf16.json,absent_from_clean_csv
A::gemma-3-4b__bf16::10-3::translated_antigpt::4::ad9f67ead38d22b9,A,,gemma-3-4b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-4b__bf16\results_gemma-3-4b__bf16.json,absent_from_clean_csv
A::gemma-3-4b__bf16::10-3::translated_deltagpt::4::ad9f67ead38d22b9,A,,gemma-3-4b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-4b__bf16\results_gemma-3-4b__bf16.json,absent_from_clean_csv
A::gemma-3-4b__bf16::10-3::translated_devmode::4::ad9f67ead38d22b9,A,,gemma-3-4b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-4b__bf16\results_gemma-3-4b__bf16.json,absent_from_clean_csv
A::gemma-3-4b__bf16::5-3::translated_con_per::4::157a596bd7a5570c,A,,gemma-3-4b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-4b__bf16\results_gemma-3-4b__bf16.json,absent_from_clean_csv
A::gemma-3-4b__bf16::6-3::translated_bh::4::1d778c770373105b,A,,gemma-3-4b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-4b__bf16\results_gemma-3-4b__bf16.json,absent_from_clean_csv
A::gemma-3-4b__bf16::8-3::translated_deltagpt::4::a85392b1476988d3,A,,gemma-3-4b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-4b__bf16\results_gemma-3-4b__bf16.json,absent_from_clean_csv
A::gemma-3-4b__bf16::9-3::translated_antigpt::4::33bf338757c9c501,A,,gemma-3-4b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-4b__bf16\results_gemma-3-4b__bf16.json,absent_from_clean_csv
A::gemma-3-4b__bf16::9-3::translated_con_per::4::33bf338757c9c501,A,,gemma-3-4b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-4b__bf16\results_gemma-3-4b__bf16.json,absent_from_clean_csv
A::gemma-3-4b__bf16::9-3::translated_deltagpt::4::33bf338757c9c501,A,,gemma-3-4b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gemma-3-4b__bf16\results_gemma-3-4b__bf16.json,absent_from_clean_csv
A::gpt-oss-120b__bf16::9-3::noAttack::4::9c5f65221f93b1df,A,,gpt-oss-120b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\gpt-oss-120b__bf16\results_gpt-oss-120b__bf16.json,invalid_clean_row
A::llama-3.2-3b__bf16::1-1::noAttack::2::fdfdf5cf9463e06c,A,,llama-3.2-3b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\llama-3.2-3b__bf16\results_llama-3.2-3b__bf16.json,absent_from_clean_csv
A::llama-3.2-3b__bf16::1-2::noAttack::3::a0b194b4dc2aa371,A,,llama-3.2-3b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\llama-3.2-3b__bf16\results_llama-3.2-3b__bf16.json,absent_from_clean_csv
A::llama-3.2-3b__bf16::1-3::noAttack::4::89fea375c4194140,A,,llama-3.2-3b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\llama-3.2-3b__bf16\results_llama-3.2-3b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::1-3::noAttack::4::d2e26ba7d8e4a77b,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::10-3::noAttack::4::69181b67669ea909,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::10-3::translated_con_per::4::69181b67669ea909,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::10-3::translated_dan::4::69181b67669ea909,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::10-3::translated_evil::4::69181b67669ea909,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::2-3::noAttack::4::e0d9eaa5d1b85ad4,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::3-3::noAttack::4::f5c5d3153baa55f8,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::4-3::noAttack::4::862c30766a1da181,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::5-3::noAttack::4::34573904370d0992,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::5-3::translated_aim::4::34573904370d0992,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::5-3::translated_dan::4::34573904370d0992,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::5-3::translated_hackerman::4::34573904370d0992,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::6-3::noAttack::4::32a8462fb3c1c16a,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::7-3::translated_aim::4::0b28d779dc3bb981,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::8-3::noAttack::4::16208044ed9781e0,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::9-3::noAttack::4::db38ab28406e5f6c,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::9-3::translated_aim::4::db38ab28406e5f6c,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::9-3::translated_con_per::4::db38ab28406e5f6c,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::9-3::translated_dan::4::db38ab28406e5f6c,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-32b__bf16::9-3::translated_evil::4::db38ab28406e5f6c,A,,qwen3-32b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-32b__bf16\results_qwen3-32b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::1-3::translated_dan::4::d2e26ba7d8e4a77b,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::10-3::translated_dan::4::69181b67669ea909,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::10-3::translated_devmode::4::69181b67669ea909,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::4-3::noAttack::4::862c30766a1da181,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::4-3::translated_aim::4::862c30766a1da181,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-2::noAttack::3::b174aace74cd1398,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-2::translated_deltagpt::3::b174aace74cd1398,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-2::translated_evil::3::b174aace74cd1398,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-3::noAttack::4::34573904370d0992,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-3::translated_aim::4::34573904370d0992,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-3::translated_chadgpt::4::34573904370d0992,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-3::translated_dan::4::34573904370d0992,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-3::translated_deltagpt::4::34573904370d0992,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-3::translated_devmode::4::34573904370d0992,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
A::qwen3-8b__bf16::5-3::translated_evil::4::34573904370d0992,A,,qwen3-8b__bf16,C:\Users\jerry\Desktop\lab\0311\0520\results\from_second_model\track_a\qwen3-8b__bf16\results_qwen3-8b__bf16.json,absent_from_clean_csv
